beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
0.725403306341373,0.1922974170325,0.387752885272034,0.169880595083814,0.262008905532876,0.316975009841255,0.184525130192688,0.239732435161922,0.240434981699225,0.45445906344136,0.213086438212853,0.177790033851772,0.169729003624329,0.21235242430004,0.613063334475394,0.385527296004473,24.2791960571189
1.26841544583077,0.486440933373417,0.290893522224061,0.244483378561946,0.227277212435535,0.18971404690161,0.207990126743199,0.171950189058531,0.204091522438981,0.346767361539205,0.244492538605521,0.295647349227114,0.184849435256219,0.232762615648381,0.650847060907316,0.153607030801201,479.361894799274
1.416539884216,0.341436186029399,0.320320694314945,0.320364923564333,0.225577020596363,0.306019129771892,0.21774998243705,0.122424942182672,0.128299681801608,0.570739056205132,0.207820204293516,0.178694281906167,0.0907907877346458,0.245968573637629,0.65111157986441,0.11369603459675,230.124786777889
0.665526814493733,0.306172766701257,0.482284348091864,0.236914253710111,0.176277494505694,0.27715813096304,0.148922334792712,0.380345845751719,0.134515864357351,0.805932713605049,0.195726806539409,0.211708481405878,0.167330943765927,0.232696698126623,0.505780712390787,0.269851950541563,242.309026574834
0.674800230205084,0.250030966142475,0.367394982765383,0.164685630862201,0.164443904267764,0.308415742483467,0.304105122381921,0.185605809461495,0.0632357571967476,0.543972401815623,0.119693285918571,0.10650183293611,0.131283988071643,0.261203128664074,0.722449198225199,0.265702615957164,215.392411334627
0.788919384960778,0.323978090452394,0.492475868790117,0.31711398022848,0.312012280499344,0.149307741126956,0.319201436800436,0.138087846438386,0.200180986556596,0.25465053107828,0.175879231092805,0.189018739087671,0.151451763911399,0.210910160847507,0.472765527225776,0.313061419319103,322.309371999469
0.718413151157331,0.292382596572912,0.424862750220615,0.228362406068971,0.262883502571759,0.206378214024904,0.128866315963096,0.374198872371016,0.188385502769442,0.197947397350946,0.192960712387379,0.200264417971503,0.120943857236024,0.272338107813758,0.747469747850135,0.22265793468345,411.883338041609
1.3791741583794,0.469798432419222,0.332418419430732,0.159276076822036,0.291418285823166,0.292184507236477,0.152024248897442,0.741925582505889,0.179384920997093,0.0939026304080638,0.170690668969585,0.258804753282168,0.164674410302724,0.270514224364239,0.784422231941077,0.217093399942299,199.575734428647
1.33202275693778,0.335804600273098,0.385255454918271,0.14689684841458,0.175682554018863,0.298448723682493,0.253266338797688,0.134931411728744,0.133865745840098,0.320257310931731,0.218540518818615,0.134093151662267,0.102321500074331,0.270087145004636,0.23565697175266,0.27096909645449,419.72406090317
1.4653361490768,0.409183110377291,0.364786481366162,0.221239662454834,0.2670242447787,0.160291007107651,0.308155683129072,0.216957826509776,0.168301006786352,0.836879249810708,0.19808415263326,0.141677689269472,0.160540019127338,0.288318577381993,0.393147609045384,0.153120976271865,37.7603183951251
0.744730309294771,0.337944238618588,0.266854791253356,0.236726313798129,0.163232682034432,0.273182041061799,0.211626393526405,0.252084201452972,0.217238325892004,0.396247935832791,0.224752022754763,0.196741528177917,0.261119505906504,0.299377653888584,0.371255967641013,0.167440590551391,263.355858063714
1.05212779429693,0.310196150332195,0.38312378445381,0.253354582112481,0.247374897747008,0.274706667137873,0.251221903243358,0.389097291686252,0.121244239311183,0.163108170011818,0.151524572968309,0.258835063692346,0.116065365064847,0.233930261103079,0.707361853762299,0.1568209694462,102.906256031636
0.629234108025668,0.469177969026135,0.343378311181172,0.137812866113416,0.276408662411691,0.202322304602259,0.226009834683585,0.105898536014824,0.23549848293323,0.789712216937066,0.163711496674617,0.269756155311768,0.227671839158482,0.225870162694334,0.227254354184024,0.133597134876746,59.724957976007
0.608819494520355,0.422197973620363,0.283546173191589,0.19866910305281,0.270302053980415,0.179712100107339,0.279065988580236,0.152868759782927,0.0851009488055013,0.269605973482443,0.203165854428016,0.277073674973061,0.0668715227497868,0.254638676383262,0.780549728176359,0.381652380349397,407.121948212803
1.05433641140983,0.410072619720482,0.395281226733786,0.250108133835072,0.270907348687231,0.155305548427079,0.195393538733274,0.479379993883846,0.0669473225333591,0.847180163482785,0.0868874024803907,0.18902227612083,0.262329768170559,0.296682807230511,0.775792864262376,0.306171771111287,76.4546503968132
1.04181396484941,0.243570878951079,0.272047269028805,0.215082327966379,0.134250590683926,0.257188729793238,0.237951732205347,0.409396288206135,0.0886888357427638,0.722864815016685,0.187245170728448,0.262240481546973,0.214965728434288,0.218786926002916,0.464422093792701,0.131600768910897,358.51322386957
0.330542390629865,0.483685372902574,0.284130039920904,0.167071239274344,0.132547621064479,0.254681436111817,0.177959947385441,0.393393150258463,0.245929824554492,0.482347650828166,0.125738524138942,0.257970064801871,0.111991704313098,0.227248506479968,0.370497812725817,0.327988574680622,150.375249983913
0.674666950883768,0.243365771598446,0.335470704493751,0.225039044121343,0.315319275796113,0.18533000479542,0.317421568364849,0.407233040929251,0.105732308565003,0.539894993419292,0.226208584429021,0.284367378148834,0.0528686485877443,0.285413763442681,0.572082258273802,0.243325447891109,197.85048114564
0.61808071038442,0.371747956081003,0.425968927651393,0.217991631882745,0.138807745257913,0.212823149618563,0.270169062424398,0.221709877920081,0.120416768215157,0.73870544861132,0.140548432138821,0.136115048374382,0.123291802570984,0.226528366506023,0.567460469556714,0.195876005219672,16.3175243212545
0.504290490898306,0.181539830281336,0.425889511717334,0.259027658744911,0.152173388200503,0.253522382635807,0.24812975897773,0.241562766134848,0.133959789667042,0.980740308341458,0.206147378252316,0.265766988973922,0.108966963985929,0.252446618071969,0.372727732937724,0.155093186632619,39.4896166263857
0.872962812146143,0.280676630698305,0.426038853711037,0.236422230048077,0.168916324656132,0.266972858997266,0.15284198238439,0.158351523929101,0.0687256893529965,0.980949062980518,0.231440548480541,0.29778719618647,0.0916112073151528,0.223267300097609,0.222010146515207,0.222395684016159,435.440643193107
1.24385909625262,0.422038710019616,0.483807120732056,0.143614640035772,0.251853324651386,0.270839934050674,0.16076506658106,0.654414041363479,0.0726834044602691,0.192439986507651,0.105766690734319,0.132213516740717,0.21356812554179,0.261140633482287,0.605552839884062,0.245398660362027,289.241673636257
0.753913053428813,0.256534813959574,0.411276008770663,0.327384559198168,0.130337028706874,0.151254407679346,0.201204748494267,0.372610351007643,0.249806443503764,0.574845298261994,0.146248175881529,0.191050554895681,0.271136220402157,0.280525015440946,0.267192481421162,0.363861305913787,19.0438501408254
0.152964405740909,0.464369200295479,0.405961173061638,0.160780588781072,0.269959325809208,0.157569910932648,0.12639461211466,0.143447908977055,0.223194809014948,0.289448019361512,0.202060988764746,0.238867541161092,0.0784674138479826,0.262934414382884,0.432238041438783,0.286347888334709,178.396498449554
0.633592424471189,0.302997765000086,0.429454548837509,0.172270552820088,0.251688438108008,0.20868441203211,0.130030068016505,0.402374879862577,0.175161816603381,0.137217484646087,0.103554681239751,0.242058841031045,0.285398541900798,0.24556324151508,0.459551070463029,0.266369090010136,319.022251049703
