beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
0.550274810779822,0.47492396882793,0.254421212449838,0.177927393547599,0.301527864015176,0.133009672172574,0.137673025177278,0.589630692325455,0.0891321322103653,0.602852974638622,0.238191960343717,0.251274129864327,0.0931639516122686,0.248462409553728,0.783263824361605,0.363216286474919,475.344839444121
1.02967913409136,0.281674340655136,0.404392147787777,0.310768574446441,0.218614157659545,0.260684836938073,0.144209731284568,0.70571366040584,0.164229437187652,0.0949144321286038,0.210115341721589,0.156475347218355,0.056275047203607,0.232608156357792,0.238955717911641,0.177895687108419,26.7690311140099
0.170985317134725,0.283689708466153,0.329097255183725,0.22536577768575,0.148783735382723,0.202496252038056,0.283763683225402,0.549745588187064,0.148768390895968,0.40604780671037,0.159232133127866,0.149722746897574,0.179649900801735,0.252913619101953,0.27315451144835,0.325706627181498,76.6312902048065
1.18561974842781,0.393145818244622,0.381900046551436,0.179796953930176,0.219805078371356,0.171761509772451,0.262670622835178,0.760313115698667,0.132340829815964,0.842230068172552,0.142179848696749,0.206242547233859,0.224480937989636,0.26157972190042,0.661137331989414,0.201671393286835,200.214470527971
0.77767401114997,0.338946292150912,0.437824748434726,0.176771129011052,0.261482856845257,0.212858618967199,0.205573559540866,0.759527704589049,0.13573877192822,0.358669634440857,0.217467121261002,0.200573120292007,0.247144606393468,0.218009539060924,0.675234372604407,0.107245794094803,416.68130610563
0.93924292061076,0.291496541422251,0.403973620395781,0.236892725902479,0.180003876927391,0.161574292427712,0.137754310405625,0.393430497405272,0.132938966161136,0.173614160655669,0.0978741119333249,0.15549311381178,0.161189084535183,0.235867401886952,0.374946898861727,0.172846078781943,324.608223334487
0.295413991301175,0.462229355365036,0.45403578160623,0.14918648495637,0.13057696617652,0.195168700325162,0.271503485330154,0.639536588412865,0.101392072665186,0.484305540419748,0.201187954566853,0.127959869058941,0.185307677039521,0.238427187833051,0.779003618365024,0.378530687467193,128.403001883368
0.688964987071009,0.379411252320728,0.390688879228451,0.249734062835646,0.316564027203067,0.280520466819967,0.218584976267965,0.941708684799233,0.0700646107410627,0.403473817334354,0.159164763918122,0.273877406266606,0.206484515718227,0.275523129614796,0.705582041001167,0.313703731210006,395.949682426407
0.891936107565309,0.36859603350462,0.477068967010202,0.314020679557413,0.14560826391107,0.258497649963376,0.176136849239722,0.843181597759389,0.233396906919664,0.366226520367426,0.138274408529021,0.26131637483912,0.113685588246827,0.21329764524372,0.398439062085871,0.210101317840049,364.674324074974
0.948088933012281,0.311084028185709,0.34566612832571,0.13878687196103,0.314227872660452,0.268875862893152,0.176585446772411,0.73395135681245,0.231638163596947,0.605621215651165,0.193785417412537,0.292616240262375,0.0859635752342247,0.266021837767885,0.390480785671451,0.163763504697001,422.219083376027
1.05980776819974,0.265846615142126,0.297395022813027,0.245672000766508,0.266081914439186,0.227701156142221,0.160614716295148,0.622279390837657,0.107593412240733,0.567192416879638,0.100464943014157,0.281185520398206,0.248384416654003,0.240978426141278,0.366351737250164,0.209592082383927,147.559679568694
1.16528381602125,0.484212365489032,0.329184450408552,0.303066423381892,0.19956595658176,0.216782002736517,0.239371544090107,0.84673928846645,0.194900123258759,0.585771000673302,0.165915709403195,0.291947874453159,0.188553028104886,0.207715723366095,0.449549713918514,0.146275314558874,2.74374134585705
0.902008719474635,0.371323287227238,0.389747043562134,0.329148114654891,0.224921410729414,0.132480660368921,0.29511605175535,0.544612831567934,0.117718437203781,0.859456246187902,0.181872079847411,0.123166029628151,0.244631025325554,0.249933367346073,0.546139028059761,0.331469001231984,418.123570480865
0.434483057160851,0.320898166781583,0.310559384160646,0.207133013767526,0.135481606011037,0.228603878701363,0.18028737299557,0.372713961855746,0.140431969357849,0.842620709203054,0.0800867245375348,0.114090890916253,0.102948387906493,0.248013824499498,0.625504126232522,0.350389355016336,205.894291230394
