beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
0.901124309405423,0.378309620030568,0.414608371247236,0.243882422729387,0.214306700005652,0.247727444028139,0.28479523376588,0.081248070065953,0.091458319639579,0.1484260412685,0.101133178439987,0.253555258414939,0.143339196007998,0.288429813001671,0.402904051207373,0.146357728706664,489.336396836117
0.582139479912917,0.267398352142236,0.273046950856688,0.139170809894042,0.312484078043574,0.28906996735923,0.258280472840457,0.0591191019237333,0.175005876820137,0.714838736380093,0.114028589199127,0.106906962759588,0.0992097499755878,0.207167655651796,0.722710029994812,0.27639448082881,264.848447613658
0.844328696921085,0.411596520741326,0.491398531098927,0.320807337144429,0.316849855082321,0.177076028425052,0.151315503489601,0.0768353121585233,0.182016481200635,0.422081517113609,0.180380463642162,0.195109000272737,0.167782090034017,0.271299732585984,0.466809343148565,0.199366227328073,195.377848214059
1.4487555038016,0.333770541684419,0.334761887618408,0.202826098772784,0.267284523458134,0.188297936984299,0.209353584065222,0.231752817461488,0.137776587192987,0.730075180608173,0.168281328655948,0.205449390039622,0.141954229207079,0.205724328175431,0.343568796614479,0.221136115662626,132.524904186658
0.924388715069454,0.354192121286687,0.256784886733645,0.306650259484627,0.208520545199086,0.309110496179627,0.261150989159423,0.155823087359382,0.139024312757642,0.108006184841976,0.183031871269421,0.232411718375258,0.102861635105056,0.23215192074274,0.485479482725403,0.238177765289111,146.272821508494
1.28991959857432,0.328948179203211,0.371737957969998,0.136244784738309,0.200961747488634,0.160720381244953,0.250098634493633,0.075689618380559,0.13046099695304,0.839193204200073,0.0948655477894442,0.285305011958408,0.243265404278203,0.230901810303724,0.759244769933938,0.234844633384686,371.158316519533
1.39614160791291,0.406266448612942,0.321249794909103,0.1312352571551,0.284087310655352,0.164161278572246,0.187667834842572,0.127261437274288,0.144290983703422,0.481864773093271,0.196272763639725,0.13563096156784,0.105890609946345,0.201494751378006,0.750137726606563,0.180764919594688,477.426915796616
0.167694583691434,0.354430028561185,0.474778451671189,0.209245674711497,0.302598073619858,0.240281756148883,0.272042286057985,0.0562586528329498,0.197291024212988,0.249913977782772,0.2224072720028,0.177244286271289,0.143995885687209,0.272654585412932,0.407752798644834,0.215859899197957,383.400202161777
1.24085914273383,0.223322202712202,0.30544612760171,0.24214437234187,0.145324134385272,0.21808242927948,0.181324285051963,0.0822889770658943,0.204226997438258,0.630747219611666,0.146058083689611,0.129567383298629,0.121434716247736,0.284247817276675,0.725824224541194,0.145811448793238,398.610487763087
1.10300524538119,0.357059937308851,0.292081134523981,0.224126493981652,0.200216728182361,0.310257412069348,0.131203267960513,0.126832296816749,0.195425372689701,0.928743047488554,0.199885300786638,0.296032256120185,0.17724941240717,0.293590046466889,0.374761328744173,0.181190085819599,348.84144381246
