beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
1.38121763291096,0.30607508802467,0.420537823017195,0.158196705224846,0.188523472887276,0.207486746754094,0.316957213716585,0.143442445075778,0.119989580138979,0.260222838759434,0.188346720976093,0.191050476012748,0.0554839904107386,0.264336900528489,0.322475715964443,0.181448273923611,185.821338011563
0.22614659644291,0.325641276650972,0.496323674168177,0.3223399267544,0.220225242252461,0.204393685891714,0.320651436590597,0.136954959769696,0.100573941496285,0.819945953042223,0.106898995212388,0.102555394676444,0.280420559524232,0.229978059425219,0.571169748965041,0.155246972938668,297.936987396549
1.44355693506214,0.449563761254456,0.39307491012479,0.212009485693755,0.312688379884164,0.214158235814005,0.202997939848939,0.328739919035718,0.149630412529362,0.275162266624204,0.142396002754719,0.234837079726867,0.24392633458604,0.289454463753171,0.695394393558319,0.157617773509701,276.459939682846
0.490342769319619,0.446163146028672,0.300748728863107,0.277672165591782,0.235195180002403,0.131586806536606,0.277352683742258,0.15534059592126,0.246636034157687,0.524293199586708,0.14795470774066,0.226285153367973,0.153045966627438,0.263991818882955,0.46569705040062,0.152500370649614,198.315737331466
0.429280703450072,0.433340636346131,0.452588125723396,0.307697549745707,0.274473022059064,0.300511368212055,0.175856273933351,0.128884766472677,0.126341442232348,0.778604324454358,0.140625156639462,0.100789904265771,0.109663226749709,0.296524172815881,0.289287899451604,0.200625426385769,124.73890952055
1.08751356395247,0.459347818383865,0.387440611201824,0.21025664279656,0.281582746278486,0.249922473393687,0.181295181607849,0.175150924546583,0.228109352288966,0.191139296285187,0.207370964991267,0.278114882339784,0.0547426052964897,0.270417793767824,0.533144568881117,0.161585734488364,134.076138617076
1.02103152691055,0.289882123755291,0.353022793230308,0.246249630155403,0.288268661675875,0.267763265524696,0.27970995031781,0.31565883852273,0.131954761614712,0.767461071124311,0.184804206849297,0.110346454546496,0.0857751662171442,0.264088693454456,0.579051977019208,0.228202020092799,127.43521219187
1.4599124993605,0.469766576629719,0.434618733513894,0.208882299574603,0.248540989552458,0.136069234234098,0.210629409588924,0.409345677070139,0.186703084791706,0.50290656089494,0.0800661091341404,0.286184424992346,0.13839663746374,0.274680475383874,0.225202071685972,0.290137511229624,92.4806145288832
0.714135492469151,0.178777740747563,0.267034193214226,0.18143640294175,0.273744310497579,0.329221405068112,0.153647155981233,0.0807176058736305,0.175744100107814,0.546441755542633,0.203661712805007,0.21541343735287,0.232475177596161,0.254497389045198,0.753464767674585,0.323152377052018,191.960883370879
0.366052843692936,0.163371392581533,0.269156686448746,0.277016199986731,0.208302959148376,0.220717198059664,0.232942861351376,0.119911150311875,0.145392008443146,0.243246730555531,0.171339709290246,0.203539477021072,0.265862647973004,0.276602587378246,0.329633623324336,0.104788426185133,34.9611244386342
0.589293497834646,0.47785335626982,0.286811402956052,0.254174060110284,0.264552400456232,0.29834179401499,0.281057203579479,0.201763081450627,0.0797821605402158,0.913529828286942,0.0935998457499681,0.146758704797113,0.172753744591165,0.297394982914113,0.673864900811569,0.257093387105763,283.158608042608
0.997987602660497,0.282987589862958,0.460200312645569,0.153165998398287,0.21413611868673,0.195290706670822,0.22488006276893,0.146010485835256,0.108780326302479,0.967874109907574,0.230316704219363,0.230900106558895,0.10121514661241,0.287681454349887,0.274199388224879,0.185734629736664,50.9191789645399
0.819697081820904,0.489022206633008,0.387814388204314,0.289877936523408,0.1685793336741,0.327251927010482,0.176763782067559,0.345015816481098,0.175447051405047,0.739667023894586,0.221316026569508,0.175612017256634,0.180956312516273,0.27864881094295,0.773027817217503,0.178083692161309,209.559723409114
0.558772960002189,0.299424380151866,0.443341168007727,0.167435585902324,0.149181088413359,0.194907187873282,0.291473492448688,0.139250495043825,0.0904062259038434,0.513118791134749,0.216242068387872,0.278499687973555,0.245405162584044,0.201621725986094,0.582201121716067,0.33744908025949,35.9371781888625
1.34698424379899,0.470974759427057,0.361916565257377,0.221832394840343,0.298966430492239,0.153712839155817,0.22036852396912,0.160769463966473,0.184139539325805,0.864201891153718,0.102414065381767,0.106664995535931,0.227052706501368,0.216335851080271,0.40875584361874,0.154141730629933,457.627219478075
0.734647077754115,0.204862799874146,0.405828948017316,0.156537312342526,0.17614484085828,0.132736189201355,0.310694288580283,0.215962492792471,0.0716434811688327,0.132553821260917,0.191657848930302,0.143495159285864,0.114100446983396,0.235361783191895,0.338429205076186,0.292599107027282,69.4381978107156
0.905965693531122,0.3393778669359,0.252469512430097,0.31250500924682,0.221311057609617,0.164496856207452,0.177375886790002,0.33012037570589,0.166108230041467,0.763109287626171,0.136023637261431,0.217067568164486,0.274184637634601,0.220320786167111,0.452536209638714,0.111876127434146,253.322405378076
0.294824006259991,0.423809678500553,0.471394787949761,0.153035213758049,0.281287207815569,0.130145856803472,0.222269476776676,0.0975571751836493,0.170199487474039,0.754820284322208,0.0904217189807567,0.23015643115045,0.163015626540401,0.218516041794009,0.429269301688311,0.204230522602502,261.255823862238
0.426029865195331,0.43828882938108,0.445006332158462,0.287337119766195,0.227002472299872,0.312693549511819,0.30244104690199,0.143392880670997,0.181218134708249,0.208638889886036,0.141833848594206,0.263018553506562,0.299179250082732,0.297372594133387,0.332065536354565,0.170762386354103,123.495918231258
0.743694918234789,0.379437220765106,0.346696781785587,0.282395166954765,0.229843368988749,0.291613638242854,0.274259761828162,0.1289570195388,0.149118120236659,0.485555575534325,0.198400190960235,0.19553074611417,0.267047644402407,0.222196940749892,0.580797167032837,0.101142156347142,332.75690262583
0.586163849672544,0.293142050057149,0.32492651097724,0.234709258914128,0.3067601204249,0.192440910424255,0.258098375121829,0.179071047261913,0.205795015973399,0.422502828743477,0.162530694297606,0.154543359242236,0.127661903642998,0.242028764819118,0.308984608938402,0.285859250805624,260.708257479374
0.502885679462203,0.424943007535454,0.251373281111014,0.282099508179336,0.301549138556527,0.165146128256232,0.306836389703682,0.0928685475497066,0.075627001364799,0.966216855690493,0.183029109952202,0.123170164774512,0.169313124151918,0.268629804218572,0.39572571608451,0.196217458298967,332.953434230708
0.361620577961121,0.397109292012294,0.33307983523854,0.309662219185612,0.307027408852112,0.203844852753113,0.291416521977745,0.116989672564901,0.152747935829896,0.921928942235786,0.181982594016149,0.202464183326103,0.0588205261977056,0.240626019325302,0.327851031371016,0.362441087331844,422.872130420495
0.469246219020268,0.316567991354678,0.432723119968064,0.279307139212585,0.232613405163634,0.300578824799516,0.321985982165648,0.141044021692605,0.212803802323861,0.516166748534153,0.0840513377170737,0.295287553766653,0.145991444956079,0.205402254763676,0.623528313757495,0.18837711386604,249.243146166897
0.921040671546473,0.178924844942541,0.427867735153299,0.227582241377903,0.227119254385899,0.283926649489645,0.282193853351957,0.145332889913605,0.149233124054501,0.502770974827461,0.183674553232646,0.296922416224447,0.294069237640042,0.280013202622008,0.333656669457859,0.145063009137085,319.102493429096
1.30416667105751,0.177001691088381,0.313286579081131,0.152472031572536,0.143088740399407,0.209205455165078,0.187791804884495,0.0775025142005865,0.144547123789873,0.449777210856126,0.0991531307393445,0.111605507962331,0.12231377294116,0.277306526773329,0.322285774212861,0.251744181145315,383.338351825223
0.823748002071435,0.304031980010475,0.255441492739141,0.257030155881753,0.302550845064147,0.226032816439308,0.241102943719337,0.338514123352815,0.194543166839211,0.244424076611557,0.0854002140474816,0.238136425304533,0.0521974451380839,0.267594424960117,0.709960651887285,0.396760011944835,271.436887755434
0.55431300299311,0.163121557741741,0.298675072294068,0.279855473723495,0.323634813572254,0.229608750685573,0.214676687035327,0.12793745466918,0.11172103137766,0.922452623530323,0.18070377954202,0.271870838319005,0.203242450634113,0.282761585223865,0.546037680242401,0.197541195966804,430.268714894699
0.378910299390233,0.242116168915313,0.472173005465031,0.275746715852472,0.309600855554415,0.254741860333038,0.15766003089943,0.17958386148241,0.0750463407951275,0.544505437777143,0.167799197268398,0.19487897345393,0.109364986163515,0.233351073479773,0.238488595564524,0.246607234858366,152.183455454705
0.982361310392758,0.408492800054414,0.391493688524895,0.154264014065367,0.223244242347015,0.247211912162246,0.240639919586657,0.32987079378137,0.204909506669469,0.861319750140804,0.123756949799299,0.114151034476931,0.208457615099819,0.20571505779598,0.240670711461116,0.339566755250138,492.968679533403
0.395959990842066,0.160748220477188,0.295919799432037,0.316497779043847,0.279042787006252,0.299574061359616,0.198226460126518,0.0840574040099156,0.109259584012395,0.924883596845649,0.224021920173391,0.207786728295452,0.0591889570099064,0.272867185674807,0.555357776905165,0.153211391589744,167.864893223456
0.594499921903827,0.322391849524469,0.274369117170155,0.309032749193618,0.157109696714457,0.218180290578155,0.148888609347574,0.0764065183574078,0.246004205143164,0.572282450429973,0.148490022830634,0.210539249046895,0.226958338725988,0.200923683589877,0.617528120565396,0.185827991358922,266.187003042193
0.483647146572664,0.329020727224656,0.396296856149937,0.183568971235978,0.214794078178657,0.271393440698024,0.190552114125032,0.110818046472729,0.124306735762003,0.191179027492447,0.162650738014535,0.226895581114188,0.0605695890267053,0.267542085239901,0.358147759901103,0.210997135165681,137.556759188574
0.829121795988212,0.295313576106036,0.475092055657627,0.213890165782084,0.15319687502136,0.185660729666575,0.138901311436201,0.217451945574915,0.0838292880120962,0.589126575996884,0.16629135799076,0.156471601306074,0.295347430570637,0.220870869486721,0.418238231067256,0.233623934838099,94.7438986505291
1.02793794134224,0.235293603667068,0.41328159184014,0.311125007095493,0.265235692810799,0.253079335686156,0.16541939826905,0.0966388423363866,0.063391416884309,0.866299439171749,0.197944592270301,0.250057836061558,0.0591937404004378,0.253223747420795,0.63913505480198,0.196167064631845,225.242107773457
1.34621842358651,0.176362906849229,0.322066787539175,0.222601217114692,0.167127800661606,0.148237875776359,0.138929237187774,0.229394136715956,0.24948397645565,0.699949842794053,0.118100777680355,0.24254264387076,0.224618164711429,0.249007461911755,0.251566384888808,0.290820800754708,192.576179493368
0.910758377853804,0.167524192126168,0.467800989503136,0.255440819533047,0.262366748341622,0.205457374131384,0.31141347817861,0.219068701516658,0.129992207349817,0.5284514837782,0.227003141983375,0.136842011929358,0.104627275909961,0.255269938663873,0.321404250549129,0.185830060245201,215.236136937744
0.288642717210559,0.171878758255338,0.422338405373971,0.162131352611051,0.181467757734284,0.286682131028539,0.238658935169335,0.241778675097959,0.179130542847995,0.376936363741405,0.179842262761535,0.16150516552135,0.186452790949328,0.256532107584091,0.698020012801449,0.199183860234821,37.7703047243078
1.27291113131742,0.239465137085388,0.353397470196719,0.140387267805953,0.285757874343332,0.246951478382796,0.157303626349231,0.360307182948315,0.187693745516962,0.0970673078868783,0.0881124660957822,0.215370454810338,0.246929011509839,0.271364737445596,0.295614801232844,0.114049916753126,493.92834131291
1.20825365266612,0.167138296135514,0.480510876690364,0.307381473153613,0.300217989030644,0.30147700764699,0.291942556499628,0.105121531491547,0.130649808545333,0.545607494111723,0.203045017533634,0.244437152122106,0.229263296746358,0.261083242906982,0.371371855980834,0.179239310780515,53.3333183213621
0.879823855495922,0.459094839450196,0.279716516293066,0.181597602850103,0.207168264340732,0.22726332640543,0.21429280767755,0.247167242913075,0.187886679593411,0.289094864682845,0.0912404291745683,0.15303824812337,0.0678683372796379,0.260402262191501,0.522668413399455,0.164464418885876,20.0383695709557
0.261344972529869,0.452787648435477,0.467598048507244,0.214824640009036,0.262346076949081,0.322924605617569,0.135859292069734,0.196581863848367,0.0609690183194598,0.713986526079476,0.193678869353507,0.265909763182765,0.227701179114734,0.295506331434829,0.61679240786388,0.313833991260638,474.066601182543
0.943979929698235,0.234296754971967,0.465886472574953,0.197750130732486,0.318843997034282,0.151683160472305,0.261242931858236,0.36444603321074,0.0752142728027683,0.701837257119271,0.0957648485942575,0.254832783658546,0.0931562120125719,0.238640016641384,0.774987998217805,0.199992743016768,176.10534014046
1.05219691683592,0.225505722238558,0.471137639009128,0.167897371638961,0.183593856470408,0.269335353555182,0.294615332216845,0.126255344615616,0.204380452986815,0.5016893484275,0.139762018434518,0.176068044207625,0.298270579707477,0.275204013723019,0.498833739210256,0.282603075286678,91.1868514033874
1.38607282442,0.456729289318324,0.261972943086303,0.327237500336454,0.142107630973526,0.271025961039543,0.160249664340686,0.23974202178013,0.228474244983114,0.129109439475163,0.242518145968212,0.18453470911605,0.188190069144286,0.203908677058369,0.783510034419871,0.114150179111411,443.088094353642
0.529807619343397,0.337970036731434,0.440164484658195,0.175619543906858,0.327260857919075,0.131205046998396,0.167476640751686,0.198096106217916,0.091738711760936,0.229027760030898,0.101419676401269,0.217710353601688,0.128624556088521,0.282624693529362,0.433779657295677,0.226448214588238,145.293516374132
0.762154760797586,0.274082494486438,0.30869236896402,0.132637737001801,0.309395085369395,0.19222760046629,0.271766623112141,0.439096674299474,0.229320188544778,0.684696355501452,0.15271557340112,0.297259543520189,0.198430241148688,0.203073949214441,0.233815627701909,0.386104053153391,325.502442794191
0.667526020721504,0.474787236234246,0.304643936695944,0.153363743936097,0.240093924012811,0.15308305223332,0.133392953870569,0.405094829970801,0.164852683579496,0.947050847348738,0.102076661720742,0.265047781669335,0.267482710130999,0.233913245527105,0.445004489413299,0.355067451163899,218.260438877886
0.425829647340514,0.313082288825023,0.253866005776157,0.139853253846079,0.213472416681864,0.292252239735311,0.219957978614896,0.0993264286499861,0.213288530602407,0.216542927736246,0.221182307463252,0.125837488810774,0.174470393921066,0.25408954622498,0.561529166637105,0.16786386608248,403.46802346199
0.64146313181412,0.340545776729809,0.474675666627285,0.327405235231996,0.284556747871541,0.202907478545702,0.315011611896981,0.087681960560266,0.112611031744493,0.968218119431609,0.224048911330463,0.258496168115415,0.194840105107208,0.256996604799591,0.315795583121016,0.302026347577832,220.961423041281
0.444474598204614,0.16840084732107,0.261291121301452,0.263849637749837,0.287624208677724,0.208078784493587,0.147672289897444,0.146269855537292,0.0900588868710267,0.127801110822857,0.191396817921909,0.285594273426623,0.144139037960211,0.215263977914647,0.511751163340777,0.356841152699469,146.105561217026
0.932481608857769,0.458899065159158,0.388414865893494,0.175884015979016,0.135422430498466,0.157196430281716,0.303281387668871,0.162300999371396,0.224017914465851,0.644594741676905,0.165599454279366,0.283905931342299,0.187447084353666,0.277085075512913,0.608495549274721,0.17316769450569,304.159830153886
0.812730933025667,0.210338605290891,0.367212520541993,0.192525995425801,0.147314231044319,0.152872479827184,0.312835335804439,0.110577352702368,0.178589561262172,0.935012629324651,0.121780956215661,0.284917306513832,0.25375296941255,0.208133979539042,0.79823433538128,0.254374901356022,239.04896915475
