beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
0.32154145484284,0.456360391368469,0.266629327233151,0.129812506814467,0.178052500248669,0.237068780535272,0.145044085665864,0.230373935464833,0.214497838302556,0.453830970123316,0.160411172497777,0.16740347119453,0.160429574491761,0.28788591924572,0.414281917028253,0.386461031310667,167.860809946521
1.41357883869352,0.26518701649391,0.294126422372035,0.126328028944912,0.291123484089388,0.277060706850289,0.256695788644345,0.330603177574297,0.163218066954461,0.674156813314603,0.228463798298527,0.109193485976446,0.0728340764137871,0.264288447451256,0.435380100255561,0.302950696588157,231.494104164709
0.524802506958765,0.184288789258962,0.401479096462351,0.18192375760775,0.275057043280295,0.213113713235175,0.314950188821127,0.254995797511913,0.182479374542391,0.174046268780612,0.192223866068955,0.279250774218235,0.10819300759045,0.206524354455739,0.484016442967627,0.280167920075511,468.942669500709
0.893087337528508,0.360174094287274,0.380507711535069,0.235007422194142,0.170201038418438,0.199686234705879,0.309049683544516,0.359416414348616,0.117509835100048,0.433181439506625,0.12297173786006,0.198027861845034,0.162379528335161,0.29457856816052,0.627802604117947,0.305706666346843,157.490884267051
1.41694733470528,0.462268530028929,0.412013138344174,0.244781594659843,0.293723699182967,0.218677231167503,0.230571461781437,0.225036241011495,0.199015805758341,0.76496137516888,0.129338091944577,0.236387996781067,0.182550716439043,0.246783144435465,0.413475163285721,0.300005343530751,156.932098980456
1.33569331158287,0.29019896940211,0.450684442373564,0.209351120324869,0.184813762174354,0.254732297914115,0.213579959117372,0.331637776522649,0.125686466420363,0.751625046340095,0.149198181584698,0.122700834482327,0.0855489699773494,0.246289023756667,0.501959608521111,0.345111485302682,314.738604864842
0.850551071023045,0.407795507483924,0.464024902850095,0.310237936927386,0.259880574242748,0.301040895540288,0.258822887670277,0.371759816396545,0.084782247202073,0.166227843623574,0.114147788144048,0.216041592860073,0.186822121390591,0.257000799252682,0.436848944268112,0.374662666369317,320.733962252955
0.472055796025577,0.355002064555239,0.271832633758144,0.299241727512578,0.246948503111056,0.194560153762958,0.307280145860719,0.222921215448499,0.0686729164595944,0.691286959592151,0.189664174735109,0.138941671692293,0.0860426048855462,0.203924103257648,0.793297943044151,0.134335047055788,206.435681617556
0.920308972960343,0.266244620165334,0.286243872108327,0.285294421049649,0.173007761273011,0.257750278153352,0.179144491290833,0.11676389453077,0.0835367758375722,0.222088228764973,0.151459297742413,0.173802822846757,0.192442411948757,0.209655879879233,0.679649545188318,0.297080743836785,163.066594839598
1.2046636972653,0.176355449993423,0.387896168201141,0.146386081447394,0.164654966209393,0.309742588036709,0.31029835446346,0.203319311000915,0.228438316245539,0.366518505011994,0.176835764949924,0.103989792874654,0.0759528878515581,0.211434670855413,0.376807779865141,0.364553354375555,93.0621197065891
1.11714404997353,0.245177926066649,0.274636927939667,0.191699883870766,0.234746312952201,0.208185915240541,0.200320985818829,0.275040356714922,0.166510785668912,0.291061294544621,0.209229752539364,0.258328985807513,0.15699581756562,0.207843619907509,0.653811261976246,0.371055215201174,402.094780527773
0.294925872938072,0.458701822583397,0.480143090487087,0.275417261911469,0.245707420583418,0.155900042510419,0.215516762642119,0.146112936680656,0.0729317907964844,0.636769871761903,0.153262532565997,0.280379371643397,0.249712389599507,0.234539040802459,0.735323696963101,0.349605239988912,394.689611253746
0.701105064276394,0.336674059780698,0.288742770461324,0.293113892190433,0.2420670426127,0.268534434457296,0.273882638890239,0.214964402094039,0.225566957892742,0.229549467107388,0.194422368195444,0.212633477141609,0.241872588789796,0.225388720480252,0.535654900509273,0.292641102113411,31.0127321536224
