beta,sigma,rho,gammaA,gammaM,gammaH,gammaC,delta1,delta2,delta3,m,epsilon,x1,x2,x3,d,E0
0.744468170054926,0.411148408374291,0.398776691799207,0.163388168805374,0.160571552537267,0.179970509812495,0.165861362946165,0.579980158532392,0.153156479887148,0.593933023718885,0.107499733214826,0.19624056041143,0.21679513580854,0.218424730352862,0.503654126212008,0.339907374957749,129.436097381646
1.38025341658572,0.252082653035947,0.352474816198573,0.162929784878228,0.202013841279921,0.192573477743538,0.147149134715628,0.628213488005793,0.0682472730875934,0.370323204289907,0.117155758723796,0.145876255586087,0.173690583829818,0.284489603651445,0.297013669121507,0.233922959475298,42.7709501410609
1.11562775144382,0.415875603075063,0.272635588390343,0.15457834524036,0.154813438136765,0.165330643574156,0.317264723377893,0.260043244604751,0.238021193254806,0.453243070240402,0.195293999819627,0.215818704806738,0.279153421845481,0.212858489551798,0.420629359282434,0.107515616705445,181.662949603406
1.4531985639248,0.460141015563172,0.369832189797098,0.309882244135452,0.187995802526676,0.168744298403179,0.217205169724892,0.195214921758691,0.123306564700026,0.811222464478882,0.205095375679778,0.290995571733652,0.136236458878104,0.287803869968668,0.46048999883357,0.1736889805292,295.201119551063
1.37463078453866,0.411802079817341,0.280139497433482,0.275030474203181,0.301376483864472,0.289154727537672,0.173169124924428,0.684554495320521,0.189998471202236,0.583308247750924,0.0839202997078588,0.133219269792803,0.109993234404119,0.232697899866058,0.572899795058068,0.219808223482951,390.522505826697
0.909389447160562,0.276209775958269,0.447610856468213,0.152518954303934,0.320569297193509,0.125793015272704,0.226770821071264,0.699971953186941,0.150233812495044,0.368336183170522,0.163517614703094,0.224706748948819,0.21291840476284,0.271298554449617,0.7745162359488,0.339886301903417,145.057050532147
0.863471566859094,0.372555239969604,0.282174525662783,0.283961270344652,0.265094472164483,0.302973720517534,0.279539681267015,0.364244850283939,0.19880560974223,0.347644737217475,0.173017469059656,0.184924087135704,0.11556380732839,0.299246094112155,0.617631820675328,0.306738731730653,374.844181097055
0.923086433467128,0.40598639174628,0.32058619022091,0.276274409474198,0.25222120864411,0.316550712979252,0.222791200557282,0.661377713596011,0.156833190448834,0.951486789678045,0.165804494726482,0.269039425247991,0.243557838359787,0.224224860604585,0.550733184621915,0.296050610188535,135.775090641804
1.35005734555443,0.339089849982482,0.302514711905369,0.324927329059,0.226174272609756,0.167620030219595,0.314745173781532,0.258789419139628,0.249707767589882,0.497059215840163,0.218639031441445,0.232387190376592,0.131938415474654,0.274519370271773,0.317858032339134,0.144459709166573,99.7143932286477
1.18225122417115,0.208567162748988,0.381104193536997,0.273603165391695,0.245078144352217,0.298072511530377,0.280628881844966,0.150455822886148,0.234039226553225,0.883036324462962,0.112075351792122,0.151267584660433,0.250902607571846,0.206731234710243,0.389266546362397,0.146771958853041,443.459739903479
